id,title,genres,original_language,release_date,length,rating,rating_count,plot
661914,One Night in Miami...,Drama,en,2020,114,7.1,34000,"A fictional account of one incredible night where icons Muhammad Ali, Malcolm X, Sam Cooke, and Jim Brown gathered discussing their roles in the Civil Rights Movement and cultural upheaval o... Read allA fictional account of one incredible night where icons Muhammad Ali, Malcolm X, Sam Cooke, and Jim Brown gathered discussing their roles in the Civil Rights Movement and cultural upheaval of the 60s.A fictional account of one incredible night where icons Muhammad Ali, Malcolm X, Sam Cooke, and Jim Brown gathered discussing their roles in the Civil Rights Movement and cultural upheaval of the 60s."
614560,Mank,"Drama, History",en,2020,131,6.8,83000,1930s Hollywood is re-evaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane (1941).1930s Hollywood is re-evaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane (1941).1930s Hollywood is re-evaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane (1941).
615777,Babylon,"Drama, Comedy",en,2022,189,7.1,168000,"A tale of outsized ambition and outrageous excess, it traces the rise and fall of multiple characters during an era of unbridled decadence and depravity in early Hollywood.A tale of outsized ambition and outrageous excess, it traces the rise and fall of multiple characters during an era of unbridled decadence and depravity in early Hollywood.A tale of outsized ambition and outrageous excess, it traces the rise and fall of multiple characters during an era of unbridled decadence and depravity in early Hollywood."
622420,The Jack in the Box,Horror,en,2019,87,4.2,2700,"When a vintage Jack-in-the-box is found and opened, it's new owners soon have reasons to believe the creepy clown doll within has a life of its own.When a vintage Jack-in-the-box is found and opened, it's new owners soon have reasons to believe the creepy clown doll within has a life of its own.When a vintage Jack-in-the-box is found and opened, it's new owners soon have reasons to believe the creepy clown doll within has a life of its own."
616037,Thor: Love and Thunder,"Fantasy, Action, Comedy",en,2022,118,6.2,401000,"Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct.Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct.Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct."
85350,Boyhood,Drama,en,2014,165,7.9,367000,"The life of Mason, from early childhood to his arrival at college.The life of Mason, from early childhood to his arrival at college.The life of Mason, from early childhood to his arrival at college."
42436,Natale in crociera,Comedy,it,2007,105,4.1,1200,"Paolo Cioffa, as Christmas approaches, is ready to leave on a cruise with his mistress Magda Venni, freed by his wife Francesca Zanchi and his son Federico, who is about to go skiing.Paolo Cioffa, as Christmas approaches, is ready to leave on a cruise with his mistress Magda Venni, freed by his wife Francesca Zanchi and his son Federico, who is about to go skiing.Paolo Cioffa, as Christmas approaches, is ready to leave on a cruise with his mistress Magda Venni, freed by his wife Francesca Zanchi and his son Federico, who is about to go skiing."
610253,Halloween Kills,"Horror, Thriller",en,2021,105,5.5,98000,Surviving victims of Michael Myers form a vigilante mob and vow to end his reign of terror.Surviving victims of Michael Myers form a vigilante mob and vow to end his reign of terror.Surviving victims of Michael Myers form a vigilante mob and vow to end his reign of terror.
616820,Halloween Ends,"Horror, Thriller",en,2022,111,5.0,71000,The saga of Michael Myers and Laurie Strode comes to a spine-chilling climax in the final installment of this trilogy.The saga of Michael Myers and Laurie Strode comes to a spine-chilling climax in the final installment of this trilogy.The saga of Michael Myers and Laurie Strode comes to a spine-chilling climax in the final installment of this trilogy.
55787,Water for Elephants,"Drama, Romance",en,2011,122,6.9,120000,"Jacob takes a job as an animal caretaker in a traveling circus. There he meets Marlena, a beautiful circus performer. Their shared compassion for a special elephant Rosie leads to love, but ... Read allJacob takes a job as an animal caretaker in a traveling circus. There he meets Marlena, a beautiful circus performer. Their shared compassion for a special elephant Rosie leads to love, but Marlena's cruel husband stands in their way.Jacob takes a job as an animal caretaker in a traveling circus. There he meets Marlena, a beautiful circus performer. Their shared compassion for a special elephant Rosie leads to love, but Marlena's cruel husband stands in their way."
614409,To All the Boys: Always and Forever,"Romance, Comedy, Drama",en,2021,109,6.3,33000,Lara Jean's senior year of high school takes center stage when she returns from a family trip to Korea and considers her college plans--with and without Peter.Lara Jean's senior year of high school takes center stage when she returns from a family trip to Korea and considers her college plans--with and without Peter.Lara Jean's senior year of high school takes center stage when she returns from a family trip to Korea and considers her college plans--with and without Peter.
609681,The Marvels,"Science Fiction, Adventure, Action",en,2023,105,5.5,125000,"Carol Danvers gets her powers entangled with those of Kamala Khan and Monica Rambeau, forcing them to work together to save the universe.Carol Danvers gets her powers entangled with those of Kamala Khan and Monica Rambeau, forcing them to work together to save the universe.Carol Danvers gets her powers entangled with those of Kamala Khan and Monica Rambeau, forcing them to work together to save the universe."
143049,Adult World,Comedy,en,2013,97,6.1,19000,"A naive college graduate, Amy, who believes she's destined to be a great poet, begrudgingly accepts a job in a shop while she pursues a mentorship with reclusive writer Rat Billings.A naive college graduate, Amy, who believes she's destined to be a great poet, begrudgingly accepts a job in a shop while she pursues a mentorship with reclusive writer Rat Billings.A naive college graduate, Amy, who believes she's destined to be a great poet, begrudgingly accepts a job in a shop while she pursues a mentorship with reclusive writer Rat Billings."
59860,Monte Carlo,"Adventure, Comedy, Romance",en,2011,109,5.8,49000,Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.
617505,Hubie Halloween,"Comedy, Mystery, Horror",en,2020,103,5.2,59000,"Despite his devotion to his hometown of Salem (and its Halloween celebration), Hubie Dubois is a figure of mockery for kids and adults alike. But this year, something is going bump in the ni... Read allDespite his devotion to his hometown of Salem (and its Halloween celebration), Hubie Dubois is a figure of mockery for kids and adults alike. But this year, something is going bump in the night, and it's up to Hubie to save Halloween.Despite his devotion to his hometown of Salem (and its Halloween celebration), Hubie Dubois is a figure of mockery for kids and adults alike. But this year, something is going bump in the night, and it's up to Hubie to save Halloween."
68817,Footloose,"Drama, Music, Romance",en,2011,113,5.8,53000,"City teenager Ren MacCormack moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.City teenager Ren MacCormack moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.City teenager Ren MacCormack moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace."
12165,The Burning Plain,"Drama, Romance, Crime",en,2008,107,6.7,21000,A drama with a two-tiered storyline concerning a mother and daughter who try to form a bond after the young woman's difficult childhood.A drama with a two-tiered storyline concerning a mother and daughter who try to form a bond after the young woman's difficult childhood.A drama with a two-tiered storyline concerning a mother and daughter who try to form a bond after the young woman's difficult childhood.
10201,Yes Man,"Comedy, Romance",en,2008,104,6.8,383000,"A man challenges himself to say ""yes"" to everything.A man challenges himself to say ""yes"" to everything.A man challenges himself to say ""yes"" to everything."
1027014,Entergalactic,"Animation, Romance, Music",en,2022,93,7.3,16000,"Jabari, a charming, streetwear-clad artist on the cusp of real success. After a chance run-in with his cool new photographer neighbor, Meadow, Jabari has to figure out whether he can make sp... Read allJabari, a charming, streetwear-clad artist on the cusp of real success. After a chance run-in with his cool new photographer neighbor, Meadow, Jabari has to figure out whether he can make space for love in his life.Jabari, a charming, streetwear-clad artist on the cusp of real success. After a chance run-in with his cool new photographer neighbor, Meadow, Jabari has to figure out whether he can make space for love in his life."
617762,The Electrical Life of Louis Wain,"Drama, History, Comedy",en,2021,111,6.8,20000,English artist Louis Wain rises to prominence at the end of the 19th century for his surreal cat paintings that seemed to reflect his declining sanity.English artist Louis Wain rises to prominence at the end of the 19th century for his surreal cat paintings that seemed to reflect his declining sanity.English artist Louis Wain rises to prominence at the end of the 19th century for his surreal cat paintings that seemed to reflect his declining sanity.
763149,Aftermath,"Horror, Crime, Drama, Thriller",en,2021,114,5.3,19000,"A young couple struggling to stay together, when they are offered an amazing deal on a home with a questionable past that would normally be beyond their means. In a final attempt to start fr... Read allA young couple struggling to stay together, when they are offered an amazing deal on a home with a questionable past that would normally be beyond their means. In a final attempt to start fresh as a couple they take the deal.A young couple struggling to stay together, when they are offered an amazing deal on a home with a questionable past that would normally be beyond their means. In a final attempt to start fresh as a couple they take the deal."
618162,The Harder They Fall,Western,en,2021,139,6.6,71000,"When an outlaw discovers his enemy is being released from prison, he reunites his gang to seek revenge.When an outlaw discovers his enemy is being released from prison, he reunites his gang to seek revenge.When an outlaw discovers his enemy is being released from prison, he reunites his gang to seek revenge."
616651,Stillwater,"Drama, Crime, Thriller",en,2021,139,6.6,58000,"A father travels from Oklahoma to France to help his estranged daughter, who is in prison for a murder she claims she didn't commit.A father travels from Oklahoma to France to help his estranged daughter, who is in prison for a murder she claims she didn't commit.A father travels from Oklahoma to France to help his estranged daughter, who is in prison for a murder she claims she didn't commit."
556984,The Trial of the Chicago 7,"Drama, History",en,2020,129,7.7,193000,"The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois."
707886,Feel the Beat,"Comedy, Music, Drama",en,2020,109,6.3,13000,"After failing to find success on Broadway, April returns to her hometown and reluctantly is recruited to train a misfit group of young dancers for a big competition.After failing to find success on Broadway, April returns to her hometown and reluctantly is recruited to train a misfit group of young dancers for a big competition.After failing to find success on Broadway, April returns to her hometown and reluctantly is recruited to train a misfit group of young dancers for a big competition."
71676,Ghost Rider: Spirit of Vengeance,"Action, Fantasy, Thriller",en,2011,96,4.3,126000,"Johnny Blaze, tortured by the Ghost Rider's curse, gets a chance of redemption through protecting the Devil's son, whose father is pursuing him.Johnny Blaze, tortured by the Ghost Rider's curse, gets a chance of redemption through protecting the Devil's son, whose father is pursuing him.Johnny Blaze, tortured by the Ghost Rider's curse, gets a chance of redemption through protecting the Devil's son, whose father is pursuing him."
416234,Winchester,"Horror, Thriller",en,2018,99,5.4,37000,"Ensconced in her sprawling San Jose, California mansion, eccentric firearm heiress Sarah Winchester (Dame Helen Mirren) believes she is haunted by the souls of people killed by the Wincheste... Read allEnsconced in her sprawling San Jose, California mansion, eccentric firearm heiress Sarah Winchester (Dame Helen Mirren) believes she is haunted by the souls of people killed by the Winchester repeating rifle.Ensconced in her sprawling San Jose, California mansion, eccentric firearm heiress Sarah Winchester (Dame Helen Mirren) believes she is haunted by the souls of people killed by the Winchester repeating rifle."
34480,The Descent: Part 2,"Adventure, Horror, Thriller",en,2009,94,5.7,52000,"Refusing to believe her story about cave-dwelling monsters, the sole survivor of a spelunking exploration gone horribly wrong is forced to follow the authorities back into the caves where so... Read allRefusing to believe her story about cave-dwelling monsters, the sole survivor of a spelunking exploration gone horribly wrong is forced to follow the authorities back into the caves where something awaits.Refusing to believe her story about cave-dwelling monsters, the sole survivor of a spelunking exploration gone horribly wrong is forced to follow the authorities back into the caves where something awaits."
619730,Don't Worry Darling,"Thriller, Mystery, Drama",en,2022,123,6.3,147000,"While her husband leaves home everyday to work in a top secret facility, a young 1950s housewife begins to question her life when she notices strange behavior from the other wives in the nei... Read allWhile her husband leaves home everyday to work in a top secret facility, a young 1950s housewife begins to question her life when she notices strange behavior from the other wives in the neighborhood.While her husband leaves home everyday to work in a top secret facility, a young 1950s housewife begins to question her life when she notices strange behavior from the other wives in the neighborhood."
619297,Sweet Girl,"Action, Thriller, Drama",en,2021,110,5.5,35000,A devastated husband vows to bring justice to the people responsible for his wife's death while protecting the only family he has left: his daughter.A devastated husband vows to bring justice to the people responsible for his wife's death while protecting the only family he has left: his daughter.A devastated husband vows to bring justice to the people responsible for his wife's death while protecting the only family he has left: his daughter.
14637,Nothing But the Truth,"Drama, Thriller",en,2008,108,7.1,40000,"In Washington, D.C., a reporter faces a possible jail sentence for outing a CIA agent and refusing to reveal her source.In Washington, D.C., a reporter faces a possible jail sentence for outing a CIA agent and refusing to reveal her source.In Washington, D.C., a reporter faces a possible jail sentence for outing a CIA agent and refusing to reveal her source."
7278,Meet the Spartans,"Comedy, War",en,2008,87,2.8,112000,"A spoof of 300 (2006) and many other movies, TV series/shows/commercials, video games and celebrities. King Leonidas of Sparta and his army of 12 go to war against Xerxes of Persia to fight ... Read allA spoof of 300 (2006) and many other movies, TV series/shows/commercials, video games and celebrities. King Leonidas of Sparta and his army of 12 go to war against Xerxes of Persia to fight to the death for Sparta's freedom.A spoof of 300 (2006) and many other movies, TV series/shows/commercials, video games and celebrities. King Leonidas of Sparta and his army of 12 go to war against Xerxes of Persia to fight to the death for Sparta's freedom."
621151,Spell,"Thriller, Horror, Fantasy",en,2020,91,5.5,9700,A man crash lands in rural Appalachia and awakens in the attic of a traditional Hoodoo practitioner. He desperately tries to break free from her dark magic and save his family from a siniste... Read allA man crash lands in rural Appalachia and awakens in the attic of a traditional Hoodoo practitioner. He desperately tries to break free from her dark magic and save his family from a sinister ritual before the rise of the blood moon.A man crash lands in rural Appalachia and awakens in the attic of a traditional Hoodoo practitioner. He desperately tries to break free from her dark magic and save his family from a sinister ritual before the rise of the blood moon.
734265,Love Hard,"Comedy, Romance",en,2021,104,6.3,62000,"An LA girl, unlucky in love, falls for an East Coast guy on a dating app and decides to surprise him for the holidays, only to discover that she's been catfished. This lighthearted romantic ... Read allAn LA girl, unlucky in love, falls for an East Coast guy on a dating app and decides to surprise him for the holidays, only to discover that she's been catfished. This lighthearted romantic comedy chronicles her attempt to reel in love.An LA girl, unlucky in love, falls for an East Coast guy on a dating app and decides to surprise him for the holidays, only to discover that she's been catfished. This lighthearted romantic comedy chronicles her attempt to reel in love."
13836,Race to Witch Mountain,"Adventure, Family, Fantasy, Science Fiction, Thriller, Action",en,2009,98,5.7,63000,A Las Vegas cabbie enlists the help of a U.F.O. expert to protect two siblings with paranormal powers from the clutches of an organization that wants to use the kids for their nefarious plan... Read allA Las Vegas cabbie enlists the help of a U.F.O. expert to protect two siblings with paranormal powers from the clutches of an organization that wants to use the kids for their nefarious plans.A Las Vegas cabbie enlists the help of a U.F.O. expert to protect two siblings with paranormal powers from the clutches of an organization that wants to use the kids for their nefarious plans.
20533,Jonah Hex,"Action, Western, Drama, Fantasy, Thriller",en,2010,81,4.7,62000,"The U.S. military makes a scarred bounty hunter with warrants on his own head an offer he cannot refuse: in exchange for his freedom, he must stop a terrorist who is ready to unleash Hell on... Read allThe U.S. military makes a scarred bounty hunter with warrants on his own head an offer he cannot refuse: in exchange for his freedom, he must stop a terrorist who is ready to unleash Hell on Earth.The U.S. military makes a scarred bounty hunter with warrants on his own head an offer he cannot refuse: in exchange for his freedom, he must stop a terrorist who is ready to unleash Hell on Earth."
669671,Night Teeth,"Horror, Thriller, Action",en,2021,107,5.7,22000,"A college student moonlighting as a chauffeur picks up two mysterious women for a night of party-hopping across LA. But when he uncovers their bloodthirsty intentions - and their dangerous, ... Read allA college student moonlighting as a chauffeur picks up two mysterious women for a night of party-hopping across LA. But when he uncovers their bloodthirsty intentions - and their dangerous, shadowy underworld - he must fight to stay alive.A college student moonlighting as a chauffeur picks up two mysterious women for a night of party-hopping across LA. But when he uncovers their bloodthirsty intentions - and their dangerous, shadowy underworld - he must fight to stay alive."
621587,Next Goal Wins,"Comedy, Drama",en,2023,104,6.5,22000,"The story of the infamously terrible American Samoa soccer team, known for a brutal 2001 FIFA match they lost 31-0.The story of the infamously terrible American Samoa soccer team, known for a brutal 2001 FIFA match they lost 31-0.The story of the infamously terrible American Samoa soccer team, known for a brutal 2001 FIFA match they lost 31-0."
1992,Planet Terror,"Horror, Action, Thriller",en,2007,105,7.0,223000,"After an experimental bio-weapon is released, turning thousands into zombie-like creatures, it's up to a rag-tag group of survivors to stop the infected and those behind its release.After an experimental bio-weapon is released, turning thousands into zombie-like creatures, it's up to a rag-tag group of survivors to stop the infected and those behind its release.After an experimental bio-weapon is released, turning thousands into zombie-like creatures, it's up to a rag-tag group of survivors to stop the infected and those behind its release."
14748,Boy A,"Crime, Drama",en,2007,106,7.6,39000,"The story of a young Jack, newly released from serving a prison sentence for a violent crime he committed as a child.The story of a young Jack, newly released from serving a prison sentence for a violent crime he committed as a child.The story of a young Jack, newly released from serving a prison sentence for a violent crime he committed as a child."
10024,My Sister's Keeper,Drama,en,2009,109,7.3,98000,Anna Fitzgerald looks to earn medical emancipation from her parents who until now have relied on their youngest child to help their leukemia-stricken daughter Kate remain alive.Anna Fitzgerald looks to earn medical emancipation from her parents who until now have relied on their youngest child to help their leukemia-stricken daughter Kate remain alive.Anna Fitzgerald looks to earn medical emancipation from her parents who until now have relied on their youngest child to help their leukemia-stricken daughter Kate remain alive.
18360,Night at the Museum: Battle of the Smithsonian,"Adventure, Fantasy, Action, Comedy, Family",en,2009,105,6.0,213000,"Security guard Larry Daley infiltrates the Smithsonian Institution in order to rescue Jedediah and Octavius, who have been shipped to the museum by mistake.Security guard Larry Daley infiltrates the Smithsonian Institution in order to rescue Jedediah and Octavius, who have been shipped to the museum by mistake.Security guard Larry Daley infiltrates the Smithsonian Institution in order to rescue Jedediah and Octavius, who have been shipped to the museum by mistake."
19899,Couples Retreat,"Comedy, Romance",en,2009,113,5.5,115000,"A comedy centered around four couples who settle into a tropical-island resort for a vacation. While one of the couples is there to work on the marriage, the others fail to realize that part... Read allA comedy centered around four couples who settle into a tropical-island resort for a vacation. While one of the couples is there to work on the marriage, the others fail to realize that participation in the resort's therapy sessions is not optional.A comedy centered around four couples who settle into a tropical-island resort for a vacation. While one of the couples is there to work on the marriage, the others fail to realize that participation in the resort's therapy sessions is not optional."
8355,Ice Age: Dawn of the Dinosaurs,"Animation, Comedy, Family, Adventure",en,2009,94,6.9,264000,"When Sid's attempt to adopt three dinosaur eggs gets him abducted by their real mother to an underground lost world, his friends attempt to rescue him.When Sid's attempt to adopt three dinosaur eggs gets him abducted by their real mother to an underground lost world, his friends attempt to rescue him.When Sid's attempt to adopt three dinosaur eggs gets him abducted by their real mother to an underground lost world, his friends attempt to rescue him."
17336,Fighting,"Action, Crime, Romance",en,2009,105,5.6,34000,"In New York City, a young counterfeiter is introduced to the world of underground street fighting by a seasoned scam artist, who becomes his manager on the bare-knuckling brawling circuit.In New York City, a young counterfeiter is introduced to the world of underground street fighting by a seasoned scam artist, who becomes his manager on the bare-knuckling brawling circuit.In New York City, a young counterfeiter is introduced to the world of underground street fighting by a seasoned scam artist, who becomes his manager on the bare-knuckling brawling circuit."
341006,The Belko Experiment,"Horror, Thriller",en,2016,89,6.2,58000,"In a twisted social experiment, eighty Americans are locked in their high-rise corporate office in Bogotá, Colombia, and ordered by an unknown voice coming from the company's intercom system... Read allIn a twisted social experiment, eighty Americans are locked in their high-rise corporate office in Bogotá, Colombia, and ordered by an unknown voice coming from the company's intercom system to participate in a deadly game of kill or be killed.In a twisted social experiment, eighty Americans are locked in their high-rise corporate office in Bogotá, Colombia, and ordered by an unknown voice coming from the company's intercom system to participate in a deadly game of kill or be killed."
13812,Quarantine,"Horror, Science Fiction, Thriller",en,2008,89,6.0,77000,"A television reporter and her cameraman are trapped inside a building quarantined by the CDC, after the outbreak of a mysterious virus which turns humans into bloodthirsty killers.A television reporter and her cameraman are trapped inside a building quarantined by the CDC, after the outbreak of a mysterious virus which turns humans into bloodthirsty killers.A television reporter and her cameraman are trapped inside a building quarantined by the CDC, after the outbreak of a mysterious virus which turns humans into bloodthirsty killers."
765245,Swan Song,"Drama, Science Fiction",en,2021,105,7.0,3500,A formerly flamboyant hairdresser takes a long walk across a small town to style a dead woman's hair.A formerly flamboyant hairdresser takes a long walk across a small town to style a dead woman's hair.A formerly flamboyant hairdresser takes a long walk across a small town to style a dead woman's hair.
17927,Fired Up!,Comedy,en,2009,90,6.1,46000,The two most popular guys in high school decide to ditch football camp for cheerleader camp. For the girls and for the glory.The two most popular guys in high school decide to ditch football camp for cheerleader camp. For the girls and for the glory.The two most popular guys in high school decide to ditch football camp for cheerleader camp. For the girls and for the glory.
624860,The Matrix Resurrections,"Science Fiction, Action, Adventure",en,2021,148,5.7,280000,"Return to a world of two realities: one, everyday life; the other, what lies behind it. To find out if his reality is a construct, to truly know himself, Mr. Anderson will have to choose to ... Read allReturn to a world of two realities: one, everyday life; the other, what lies behind it. To find out if his reality is a construct, to truly know himself, Mr. Anderson will have to choose to follow the white rabbit once more.Return to a world of two realities: one, everyday life; the other, what lies behind it. To find out if his reality is a construct, to truly know himself, Mr. Anderson will have to choose to follow the white rabbit once more."
637920,Miracle in Cell No. 7,Drama,tr,2019,120,7.5,2000,"Joselito (Aga Muhlach), an intellectually-disabled man, is wrongfully charged with sexual assault, kidnapping, and murder of a little girl. In prison he becomes friends with his fellow inmat... Read allJoselito (Aga Muhlach), an intellectually-disabled man, is wrongfully charged with sexual assault, kidnapping, and murder of a little girl. In prison he becomes friends with his fellow inmates and together they form a plan to smuggle his young daughter (Xia Vigor) inside the cell... Read allJoselito (Aga Muhlach), an intellectually-disabled man, is wrongfully charged with sexual assault, kidnapping, and murder of a little girl. In prison he becomes friends with his fellow inmates and together they form a plan to smuggle his young daughter (Xia Vigor) inside the cell. Years after, his daughter (Bella Padilla) becomes a lawyer and is determined to prove he... Read all"
14976,Rachel Getting Married,"Drama, Romance",en,2008,113,6.7,51000,A young woman who has been in and out of rehab for the past ten years returns home for the weekend for her sister's wedding.A young woman who has been in and out of rehab for the past ten years returns home for the weekend for her sister's wedding.A young woman who has been in and out of rehab for the past ten years returns home for the weekend for her sister's wedding.
241254,The Prince,"Thriller, Action",en,2014,93,4.6,19000,"When his daughter is kidnapped, a retired assassin is drawn back into the life he gave up. To rescue her, he must confront his former rival.When his daughter is kidnapped, a retired assassin is drawn back into the life he gave up. To rescue her, he must confront his former rival.When his daughter is kidnapped, a retired assassin is drawn back into the life he gave up. To rescue her, he must confront his former rival."
768362,Missing,"Thriller, Mystery, Drama",en,2023,111,7.1,59000,"After her mother goes missing, a young woman tries to find her from home, using tools available to her online.After her mother goes missing, a young woman tries to find her from home, using tools available to her online.After her mother goes missing, a young woman tries to find her from home, using tools available to her online."
45650,The Hole,"Thriller, Adventure, Fantasy",en,2009,92,5.7,24000,A pair of brothers stumble upon a mysterious hole in their basement that leads to the darkest corridors of their fears and nightmares.A pair of brothers stumble upon a mysterious hole in their basement that leads to the darkest corridors of their fears and nightmares.A pair of brothers stumble upon a mysterious hole in their basement that leads to the darkest corridors of their fears and nightmares.
501979,Bill & Ted Face the Music,"Comedy, Science Fiction, Adventure",en,2020,91,5.9,53000,"Once told they'd save the universe during a time-traveling adventure, two would-be rockers from San Dimas, California find themselves as middle-aged dads still trying to crank out a hit song... Read allOnce told they'd save the universe during a time-traveling adventure, two would-be rockers from San Dimas, California find themselves as middle-aged dads still trying to crank out a hit song and fulfill their destiny.Once told they'd save the universe during a time-traveling adventure, two would-be rockers from San Dimas, California find themselves as middle-aged dads still trying to crank out a hit song and fulfill their destiny."
232672,Blended,"Comedy, Romance",en,2014,117,6.5,144000,"After a bad blind date, a man and woman find themselves stuck together at a resort for families, where their attraction grows as their respective kids benefit from the burgeoning relationshi... Read allAfter a bad blind date, a man and woman find themselves stuck together at a resort for families, where their attraction grows as their respective kids benefit from the burgeoning relationship.After a bad blind date, a man and woman find themselves stuck together at a resort for families, where their attraction grows as their respective kids benefit from the burgeoning relationship."
634649,Spider-Man: No Way Home,"Action, Adventure, Science Fiction",en,2021,148,8.2,880000,"With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it trul... Read allWith Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man.With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man."
63197,Megan Is Missing,"Drama, Horror, Thriller",en,2011,89,4.6,16000,Two teenage girls encounter an Internet child predator.Two teenage girls encounter an Internet child predator.Two teenage girls encounter an Internet child predator.
678580,El mesero,Comedy,es,2021,87,5.5,450,A waiter pretends to be an important businessman in order to reach the upper class through his entrepreneurial dreams.A waiter pretends to be an important businessman in order to reach the upper class through his entrepreneurial dreams.A waiter pretends to be an important businessman in order to reach the upper class through his entrepreneurial dreams.
626393,The Sleepover,"Family, Action",en,2020,100,5.7,12000,"When two siblings discover their seemingly normal mom is a former thief in witness protection who has been forced to pull one last job, they team up to rescue her over the course of an actio... Read allWhen two siblings discover their seemingly normal mom is a former thief in witness protection who has been forced to pull one last job, they team up to rescue her over the course of an action-packed night.When two siblings discover their seemingly normal mom is a former thief in witness protection who has been forced to pull one last job, they team up to rescue her over the course of an action-packed night."
193756,Lone Survivor,"War, Action, Drama",en,2013,121,7.5,307000,"Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of t... Read allMarcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare."
16614,Adventureland,"Comedy, Drama",en,2009,107,6.8,169000,"In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world.In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world.In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world."
551804,Freaky,"Comedy, Horror, Thriller",en,2020,102,6.3,72000,"After swapping bodies with a deranged serial killer, a high-school senior discovers that she has fewer than 24 hours before the change becomes permanent.After swapping bodies with a deranged serial killer, a high-school senior discovers that she has fewer than 24 hours before the change becomes permanent.After swapping bodies with a deranged serial killer, a high-school senior discovers that she has fewer than 24 hours before the change becomes permanent."
39513,Paul,"Adventure, Comedy, Science Fiction",en,2011,104,6.9,266000,Two English comic book geeks traveling across the U.S. encounter an alien outside Area 51.Two English comic book geeks traveling across the U.S. encounter an alien outside Area 51.Two English comic book geeks traveling across the U.S. encounter an alien outside Area 51.
71469,The Darkest Hour,"Horror, Action, Thriller, Science Fiction",en,2011,89,4.9,64000,"In Moscow, five young people lead the charge against an alien race who have attacked Earth via our power supply.In Moscow, five young people lead the charge against an alien race who have attacked Earth via our power supply.In Moscow, five young people lead the charge against an alien race who have attacked Earth via our power supply."
668195,Ultras,Drama,it,2020,108,6.2,5400,"Naples. At almost fifty years old Sandro is the leader of the Apache, a group of ultras with whom he has spent his whole life at the stadium: a life of violence, clashes, passions, and unsha... Read allNaples. At almost fifty years old Sandro is the leader of the Apache, a group of ultras with whom he has spent his whole life at the stadium: a life of violence, clashes, passions, and unshakable values. Now that a hooligan prevents him from approaching the curve, those values ar... Read allNaples. At almost fifty years old Sandro is the leader of the Apache, a group of ultras with whom he has spent his whole life at the stadium: a life of violence, clashes, passions, and unshakable values. Now that a hooligan prevents him from approaching the curve, those values are starting to falter. He feels for the first time the need for a normal life, a relationsh... Read all"
